BlockHeight,UnixTimestamp,TxnFee(ETH),TxnFee (Binary),Status (Tags),Block Generation Rate,Stake Reward,Coin Stake,Stake Distribution Rate,Txnsize,Coin Days,Coin Age,Block Density (%),Block Score,Coin Day Weight,Node Label
5954038,1533550214,0,1,1,1,1,78,1063,57,1,92,1495,3255,62,1
5468684,1524145611,0.005216733,1,0,1,1,60,946,20,1,94,1643,2584,27,0
15450240,1661999151,0.505644883,1,1,1,1,116,1839,67,1,102,2882,6004,57,1
6129148,1653102215,0.484348398,1,1,1,1,45,2446,33,1,56,1669,2232,57,1
15414282,1661999151,0.000610542,1,1,1,1,115,1121,66,1,155,1337,3537,61,0
15450240,1524145611,0.504147088,1,0,0,1,30,1523,27,1,70,2000,2013,3,1
5695604,1524145611,0,1,0,0,1,69,1207,83,1,66,2814,3499,50,0
15247140,1657396290,0.59293844,1,1,0,1,121,1482,65,3,44,1677,3155,54,1
15450240,1555819303,0.529576358,1,0,1,0,90,1694,35,1,145,1458,3467,53,1
15450240,1661999151,0.496459724,1,1,1,1,103,2228,24,1,30,2758,3978,51,1
6156809,1526545730,0.014888418,1,0,0,1,55,1621,84,2,118,1626,4079,25,0
6448091,1524145611,0,1,0,0,1,42,1148,31,2,48,1555,1273,27,0
6342815,1634328343,0.527353916,1,0,0,1,47,1454,64,1,104,2686,4407,55,0
6124169,1524976133,0,1,0,0,0,74,1522,58,3,41,1212,3202,28,0
15450240,1661999151,0.494975833,1,1,1,1,164,1554,34,2,59,2886,5994,54,1
15450240,1524145611,0,0,0,0,1,38,2546,63,2,37,2823,2544,28,0
15162770,1631287739,0.525694861,1,1,1,1,104,2402,80,2,102,1814,5924,51,1
6417490,1527307153,0,1,0,0,0,43,1390,80,2,85,1617,6043,56,0
15450240,1647315408,0.454958099,1,1,1,1,71,1607,43,1,174,1853,5691,60,1
5770103,1524145611,0,1,0,0,1,94,3780,52,2,115,1711,2258,31,1
6435442,1524145611,0,1,0,0,0,52,1457,80,2,111,1255,2274,29,0
5468684,1524145611,0,1,0,0,1,46,2309,68,2,37,1699,3362,0,0
15450240,1647402090,0.054282897,1,0,1,1,39,1676,28,2,47,1493,1562,0,1
6205426,1527437361,0,1,0,0,1,65,3850,83,2,82,1535,3080,0,1
6009524,1526082679,0.008041542,1,0,0,1,30,1730,77,2,116,1259,1228,26,0
15450240,1661999151,0,1,1,1,1,36,968,17,1,68,1682,5474,24,0
15450240,1661554055,0.458435085,1,1,1,1,42,2148,54,1,245,1348,5154,52,1
15450240,1640558398,0.507678816,1,1,1,1,104,1532,86,1,154,2751,4823,57,1
5982540,1652256976,0,1,1,1,1,67,2751,42,1,41,1600,3506,62,1
6046112,1525374589,0,1,0,0,1,53,1110,20,2,102,1503,2053,0,0
15450240,1525952995,0.01324637,0,0,0,1,76,1646,44,1,83,2619,4137,27,0
15450240,1638763514,0.431598105,1,1,1,1,121,2529,71,3,52,1999,5637,54,1
15450240,1661999151,0.489034244,1,1,1,1,60,1524,20,1,84,2728,4982,58,1
15450240,1637764682,0.441422331,1,1,1,1,58,2794,45,1,104,3268,5857,53,1
5525070,1524145611,0,0,0,0,1,48,1440,51,2,85,1650,1642,0,0
14225433,1524145611,0,1,1,1,1,44,700,87,1,81,1386,2900,27,0
15450240,1661999151,0.492168969,1,1,1,1,81,1622,57,3,108,3042,6046,60,1
15450240,1661999151,0.562246877,1,0,1,1,70,3291,44,2,71,2966,3475,54,1
15450240,1649537077,0.543491944,1,1,1,1,95,2170,79,1,48,1691,5709,54,1
15450240,1656632251,0.536374791,1,1,1,1,189,1580,61,2,83,1780,5158,60,1
15450240,1578258724,0,1,0,0,1,64,851,60,2,97,1578,3538,53,0
6113341,1536817262,0,0,0,0,1,131,2211,52,1,49,3172,3510,26,0
15450240,1563374563,0,1,0,0,1,100,998,39,2,162,1628,3307,27,1
15450240,1647447925,0.493302368,1,1,1,1,34,1508,31,3,90,1218,1392,54,1
15450240,1652739935,0.420080324,1,1,1,1,68,1754,59,3,111,1344,3839,61,1
5555138,1524145611,0,1,0,0,0,64,1407,56,1,75,1047,921,27,0
15450240,1657148707,0.4494875,1,1,1,1,108,1044,57,1,73,1890,3639,56,1
5662325,1524145611,0,0,0,0,1,40,3850,60,1,112,1652,1629,26,0
6401121,1531144629,0,1,0,0,1,32,993,52,2,66,1533,3507,24,0
5651917,1527816782,0,1,0,0,0,67,1135,63,1,30,997,4388,0,0
5886479,1524145611,0,1,0,0,1,68,1051,56,3,80,1579,3428,23,0
6089900,1526868712,0.012822908,1,0,0,0,125,1327,32,2,106,1714,2917,23,0
5776855,1528719521,0,1,0,0,1,53,732,19,2,93,1532,3557,0,0
5849417,1524145611,0,1,0,0,1,67,1005,70,2,48,1329,1434,27,0
14440870,1529158630,0,0,0,0,1,122,1464,72,2,115,1409,3975,54,0
6440019,1524145611,0,1,1,0,1,45,1761,79,1,92,1518,3667,23,0
15450240,1653493016,0.495296537,1,1,1,1,189,2723,64,1,79,1720,3006,50,1
5493751,1524145611,0.429551814,1,1,1,1,113,2552,69,2,97,1544,3149,27,1
15450240,1587536906,0.42978268,1,1,0,1,41,2045,31,1,216,1764,5998,57,0
6197920,1527153265,0,0,0,0,1,56,1553,57,1,112,1728,4442,0,0
5468684,1524145611,0,1,1,1,1,47,1025,41,2,101,1477,3463,24,0
15364082,1658095931,0.513998211,1,1,1,1,46,2514,54,3,64,1874,3826,55,1
15450240,1649502693,0.516312688,1,1,1,1,51,3370,61,1,34,1278,4123,61,1
5949213,1524145611,0,1,0,0,1,59,1793,63,2,58,1271,1733,0,0
5497778,1656620422,0,1,1,0,1,57,1557,51,1,64,1569,3406,28,0
5839709,1557256329,0.455428128,1,0,1,1,35,3220,48,1,163,1567,1603,60,1
6427116,1524145611,0,1,0,0,1,46,1811,66,1,96,1404,3225,24,0
5849373,1524145611,0,0,0,0,1,62,1449,32,1,94,1464,3030,0,0
5826545,1524145611,0.002883989,0,0,0,1,107,1421,81,2,94,1568,5117,0,0
5468684,1526189836,0,1,0,0,1,45,1598,83,3,111,1391,3153,26,0
15450240,1661999151,0.495639974,1,1,1,1,115,817,20,1,82,1628,6100,56,1
6195258,1534234692,0,1,1,0,1,46,1432,41,2,75,1373,2746,54,0
5932674,1524145611,0,1,0,0,1,37,1060,84,1,111,1738,1038,29,0
5597201,1524145611,0,1,0,0,0,58,1713,61,1,103,1671,3042,25,0
15450240,1525785545,0.482533245,1,0,1,1,68,831,52,1,78,1479,4694,57,1
5621098,1651420872,0,1,0,0,1,31,1778,64,3,97,2427,5428,0,0
14570579,1527274810,0.005314584,1,0,0,0,47,1603,50,2,80,1213,2899,52,0
15450240,1659324995,0.481686066,0,1,0,1,101,2973,35,1,109,2611,3008,59,1
15450240,1650585632,0.467347351,1,1,1,1,65,3232,69,1,102,2541,3976,50,1
6280194,1524145611,0.015986901,1,0,0,1,37,3850,56,2,108,1260,2535,55,0
5750525,1524145611,0,0,0,0,1,30,1441,40,2,58,1334,1382,0,0
6095023,1526460273,0.014681467,1,0,0,0,34,1364,52,2,104,1552,1786,4,0
6444862,1524145611,0.007424067,1,0,0,0,50,2225,65,1,95,1619,1968,26,1
15450240,1646934574,0,1,0,1,1,68,2729,39,1,69,1257,4023,52,1
5886286,1524145611,0.020462715,0,0,0,1,70,2945,24,1,111,1590,921,0,0
5468684,1524145611,0,1,0,0,1,30,1065,84,1,30,1590,3115,0,0
15450240,1524145611,0,1,0,0,1,33,1550,67,3,87,1475,2399,25,1
5468684,1526446069,0,1,0,0,1,45,1311,27,3,111,1528,2888,59,0
15450240,1638667796,0.46687353,1,1,1,1,48,2962,52,1,92,2251,3281,52,1
5549695,1524145611,0.005214889,0,1,0,1,45,1481,64,3,51,1273,5312,58,1
6292483,1661999151,0.020887868,1,0,1,0,49,1389,32,1,138,2690,4506,51,1
6065615,1524145611,0.016169155,1,0,0,1,55,1860,82,1,73,1361,5629,30,0
6159970,1524145611,0,1,0,0,0,39,931,50,3,253,1662,1818,2,0
5493311,1524145611,0,1,0,0,1,33,862,80,2,42,1305,4093,2,0
5585384,1530031192,0.00302601,1,0,0,1,32,1745,55,2,94,1317,2701,23,0
9293166,1524145611,0,1,0,0,1,41,1657,206,2,101,1316,3427,27,0
6115573,1524145611,0,1,0,0,1,59,1473,34,2,75,1748,2179,0,0
5468684,1525266617,0,1,0,0,1,31,958,52,2,80,1530,3758,27,0
15450240,1661999151,0.481697883,1,1,1,1,127,3850,40,1,75,1723,5177,59,1
15450240,1661999151,0.465506728,1,1,1,1,67,1773,72,1,95,1541,4358,53,1
14393695,1524145611,0.002546233,1,0,0,0,121,1755,68,1,107,2697,5179,53,0
6104255,1524145611,0,1,0,0,1,31,1520,73,1,85,1693,3122,28,0
15450240,1659139696,0.506662681,1,1,1,1,88,1039,67,1,85,1375,4419,55,1
5468684,1524145611,0,1,0,0,0,35,814,45,2,43,1113,1665,28,0
15450240,1656802088,0,1,0,0,1,50,1645,81,1,57,1616,2604,26,0
14341728,1524145611,0,1,0,0,1,42,1838,66,2,105,1266,3769,0,0
15385154,1649396281,0.483430441,1,1,1,1,81,946,55,1,91,1473,2763,58,1
5836794,1527880143,0,1,0,0,1,37,1511,58,2,58,1645,4374,0,0
6456980,1656328641,0,1,1,1,1,45,1552,64,1,153,1732,3522,59,1
5487596,1534714574,0.001066511,1,0,0,0,30,1079,17,2,55,1123,1165,0,0
15450240,1654038344,0.429792595,1,1,1,1,66,3850,79,1,61,1617,3903,57,1
15450240,1643852031,0,1,1,0,1,30,3850,79,1,106,1266,3332,53,0
6093596,1524145611,0,1,0,0,1,46,1488,64,2,75,1428,2132,0,0
15450240,1644752539,0.504139069,1,1,1,1,111,1674,80,1,143,1619,6439,54,1
5548195,1524145611,0,1,0,0,1,31,689,51,2,62,1714,1990,0,0
5743361,1525265509,0,0,0,0,1,30,759,70,2,68,1291,2862,25,0
5740127,1644416852,0,1,1,1,1,65,1486,69,1,90,1355,2786,4,1
14828046,1645206284,0.423957156,1,1,1,1,46,1017,46,1,36,2160,3020,26,0
5468684,1524145611,0,1,0,0,1,42,2173,61,1,98,1156,5302,28,0
15450240,1632845919,0.496137953,0,1,0,1,92,1749,71,1,97,2087,3413,51,1
15450240,1661999151,0.489561382,1,1,1,1,123,2903,12,1,60,1484,4524,61,0
15450240,1661999151,0.583873439,1,1,1,1,123,3850,42,1,129,1597,3471,59,1
5894083,1526815363,0,1,0,0,1,54,1182,19,1,104,1618,2671,30,1
6472672,1600420329,0,1,0,0,1,44,1541,73,1,160,1471,3499,25,1
6220363,1524324770,0,0,0,0,1,59,1776,56,2,83,1586,2712,33,0
15450240,1649935162,0.573511434,1,1,1,1,46,2437,69,3,69,1633,2215,26,1
14738909,1524145611,0,0,0,0,1,56,1553,18,1,50,1776,3812,63,0
15450240,1645526197,0.454710361,1,1,1,1,49,2898,65,1,156,1769,2638,57,1
5468684,1527414520,0,0,0,0,1,69,1594,32,1,79,2056,1821,28,0
10063550,1524145611,0.010470573,0,1,0,1,104,1608,43,3,62,2034,2234,52,0
6060909,1524145611,0.00245981,0,0,0,0,30,936,49,1,79,1306,2971,23,0
15450240,1586575540,0,1,0,0,1,47,3850,59,3,41,1635,4121,55,0
6383997,1524145611,0,1,0,0,0,50,1070,36,2,91,1683,1999,27,0
5811718,1524145611,0,1,0,0,1,46,1155,90,2,74,1547,2777,25,0
5840988,1524145611,0,1,0,0,1,93,1260,76,1,75,1514,2437,24,0
8224518,1524145611,0,0,0,0,1,31,1341,66,3,64,1361,4196,56,0
15450240,1661999151,0.531908783,1,1,1,1,85,3850,39,1,127,2656,4951,57,1
14636885,1655710204,0.515089593,1,1,1,1,189,1670,17,1,85,1398,2288,55,1
6056574,1647209829,0.000520121,1,0,0,0,37,816,61,1,62,1488,2327,54,0
15450240,1644675949,0,1,1,1,1,101,2824,75,1,63,1501,2573,50,1
5944009,1524145611,0,1,0,0,1,81,2549,48,1,63,1228,2522,0,1
5677730,1524145611,0.013551991,1,0,0,0,77,1105,38,3,84,3030,1621,24,0
6108457,1524145611,0,1,0,0,0,49,1635,52,1,66,1577,1533,52,0
6018268,1529023501,0,1,0,0,0,65,960,36,2,79,1605,3471,24,0
13895195,1524145611,0.00047965,1,1,0,1,39,1416,56,1,47,1067,1967,27,0
15450240,1524145611,0,1,0,0,1,37,2246,61,2,106,1504,3495,32,1
5468684,1524145611,0,1,0,0,1,33,893,73,2,73,1805,2516,25,0
15450240,1524145611,0,1,0,0,0,32,3850,54,1,73,1476,5752,29,0
15450240,1528917163,0,1,0,1,1,47,927,66,1,128,1633,3615,55,0
15450240,1646010107,0.455115749,1,1,1,1,73,914,38,1,107,1508,4433,58,1
15450240,1661999151,0.533517651,1,1,1,1,73,1570,57,1,30,2627,5471,56,1
5764975,1524145611,0,1,1,1,1,46,1627,69,3,171,1429,2750,54,0
15450240,1524145611,0,0,0,0,1,42,1531,38,1,64,1666,2729,24,0
6504397,1524145611,0,1,0,0,1,30,894,59,2,70,1439,3127,0,0
10932958,1524145611,0,1,0,0,1,36,1024,46,2,89,1753,3498,24,0
5468684,1661593378,0,1,0,0,0,57,1329,28,3,99,1411,4929,24,0
13363605,1661999151,0,1,0,0,0,110,1344,76,1,97,2730,3067,25,0
15450240,1649734253,0.505721733,1,1,1,1,101,1714,89,3,97,1777,3434,50,1
5583787,1524145611,0.012807928,1,0,0,1,47,1625,85,2,119,1550,3213,25,0
15450240,1651266801,0,1,1,0,1,38,2281,50,3,106,1537,2470,56,0
5468684,1524145611,0,1,0,0,1,43,1452,59,3,40,1430,2445,25,0
15429097,1660107091,0.513625412,1,1,1,1,109,3850,60,1,58,1599,4187,62,1
15450240,1652894336,0,1,1,1,1,36,2733,76,1,144,1560,5075,59,0
5919250,1524145611,0,1,0,0,1,69,1697,59,1,71,1496,1963,0,0
15450240,1661999151,0,1,0,0,0,41,1616,17,1,211,1473,4976,56,0
5531164,1524145611,0,0,0,0,1,33,1442,22,2,162,1367,1261,0,0
15450240,1644781170,0.429534498,1,1,1,1,189,1421,75,1,242,3212,6408,53,1
15182919,1637634755,0.539093627,1,0,1,1,39,1341,50,1,102,1368,1938,29,1
6166927,1524145611,0,1,0,0,1,39,1533,61,2,46,1664,2508,0,0
5866946,1527855341,0,1,0,0,0,51,1072,68,1,48,1503,1127,24,0
6151821,1527598174,0,1,0,0,0,59,963,50,1,102,1589,4417,0,0
6111719,1528431984,0.022445162,0,0,0,1,59,1573,61,2,156,1497,3130,25,0
5809677,1524145611,0,1,0,0,1,62,1681,49,3,42,1821,5674,0,1
15450240,1660168804,0.560959073,1,1,1,1,55,931,52,3,236,2413,2769,58,1
15450240,1659275578,0.50172715,1,1,1,1,41,1595,78,1,203,1748,3210,54,1
6198974,1636374540,0,1,0,0,1,32,949,58,3,94,1482,3516,24,0
5468684,1583465969,0,1,0,1,1,46,1626,50,1,83,1396,4725,0,0
6077323,1524822142,0,1,0,0,0,44,2714,80,2,69,1598,1698,27,0
5661972,1524145611,0,1,0,0,0,41,1730,81,2,113,1372,936,0,0
6294676,1524145611,0,0,0,0,1,34,1405,79,2,66,1533,2826,24,0
13340581,1527633592,0,1,0,0,0,67,1768,43,1,88,2989,3234,0,0
14102797,1525728521,0.501011886,1,1,1,1,43,1389,61,3,112,2761,2464,57,1
6321641,1524145611,0,1,0,0,1,62,1602,80,1,106,2504,2350,25,0
6604137,1526629294,0,1,1,1,1,38,1483,54,2,62,1516,4822,50,1
15450240,1524145611,0.019279344,0,0,0,0,43,3850,28,3,102,1696,5460,57,1
15450240,1650257849,0.425057246,1,1,1,1,166,3850,77,1,71,1876,5731,27,1
15450240,1633749694,0.54836078,1,1,1,1,128,2976,65,1,75,1694,4865,56,1
15450240,1647150530,0.485784484,1,1,1,1,67,2986,57,2,30,1639,3599,57,0
15450240,1648957095,0.559133336,1,1,1,1,40,2150,74,3,101,1353,5762,0,1
15450240,1643802529,0.474429792,1,1,1,1,113,2696,86,1,200,1866,7202,51,1
8788900,1524145611,0,1,0,0,1,72,1435,40,1,68,1345,4266,62,0
5738097,1525337221,0,1,1,0,1,65,1710,37,2,95,1207,2677,52,1
15098777,1660729213,0.52728817,1,1,1,1,42,2150,65,1,82,1885,2834,58,1
6153183,1655892269,0,0,0,0,1,34,1001,75,3,94,1117,4981,0,0
15450240,1644809256,0.490538573,1,1,1,1,37,3850,81,1,66,2321,6003,56,1
15450240,1661999151,0.450855234,1,1,1,1,128,1584,88,1,168,2845,5158,52,1
15450240,1661999151,0.469937219,1,1,0,1,63,1161,75,1,30,2393,3601,54,1
6204618,1532411755,0.038487892,1,1,1,1,38,948,36,2,105,1829,2110,26,0
15450240,1524145611,0,1,1,0,0,49,781,63,3,30,1660,4167,56,0
5647777,1524145611,0,0,0,0,1,42,1444,62,2,74,1635,5725,50,0
15450240,1656475244,0.533309928,1,1,0,1,116,1352,42,3,57,1607,3139,24,1
11220046,1524145611,0,1,1,0,1,42,1004,77,1,103,1394,2003,28,1
5570939,1529887251,0.021462857,1,1,0,1,30,1262,35,2,43,1496,1845,26,0
6343740,1524145611,0.000239111,1,0,0,1,41,997,62,2,34,1589,3198,0,0
15450240,1654001907,0,1,1,1,1,83,1489,67,3,103,2919,5137,58,1
5819596,1531440111,0,1,0,0,0,39,858,47,1,111,1590,2714,28,0
15450240,1661999151,0.47419224,1,1,1,1,172,1006,43,3,72,1776,5502,57,1
15450240,1661999151,0.46260789,1,1,1,1,130,2773,74,1,96,1741,5298,55,1
5468684,1527629564,0,1,0,0,1,48,2703,61,2,78,1540,2704,49,0
15450240,1558379117,0.533678016,1,1,0,1,42,2901,18,2,100,2174,5380,32,1
15450240,1634698424,0.510821381,0,1,1,1,67,1648,56,2,202,2541,4536,50,1
5804801,1534539746,0,0,0,0,1,48,991,80,2,111,1670,2968,25,0
15450240,1592246656,0.539122265,0,0,0,1,43,3519,5,2,110,1680,5173,28,0
15450240,1654351602,0.464248994,1,0,0,1,34,2143,53,1,122,1571,5106,53,0
5699532,1661999151,0.490478034,1,1,1,1,38,1054,31,1,79,1391,2604,30,1
6413947,1566880656,0,1,0,0,0,65,1725,36,2,67,1717,2322,0,0
5468684,1524145611,0,1,0,0,1,61,1990,73,2,110,2302,1594,59,0
6102274,1524145611,0,0,0,0,1,39,1528,35,3,44,1370,1561,0,0
6257909,1528626310,0.002848012,1,0,0,0,45,1658,74,2,84,1599,1454,25,0
5468684,1524932949,0,1,0,0,1,58,1143,47,3,68,1329,2471,25,0
6324579,1524145611,0,1,0,0,0,95,1490,71,2,103,1603,2999,57,1
14933693,1524145611,0,1,0,0,1,110,1447,80,2,73,1320,2255,62,1
13147028,1661999151,0,0,1,0,1,31,1713,50,1,80,1123,2939,58,0
5817299,1651521539,0,1,1,1,1,121,2063,66,3,101,2862,5061,31,0
15071326,1646194535,0,1,1,1,1,60,1797,53,1,114,1345,3301,54,1
15450240,1524145611,0,1,1,1,1,39,936,34,1,98,2516,2814,55,1
6215510,1524145611,0,1,0,0,1,47,2765,80,1,120,1736,3696,23,0
5544825,1661999151,0,1,1,1,1,50,1876,18,2,73,2051,3731,56,1
15450240,1661999151,0.009975067,1,1,1,1,47,1708,16,3,146,1609,3327,59,1
5468684,1524145611,0,1,0,0,1,68,840,47,2,76,2050,3656,27,0
11411856,1661999151,0,1,1,1,1,39,1308,50,1,36,1509,2506,25,1
15450240,1524145611,0,1,1,0,1,121,1569,71,1,116,1630,2610,27,0
5908645,1532063921,0,1,0,0,0,66,1711,45,2,41,1493,3664,26,0
15450240,1643577978,0.459448094,1,0,1,1,37,1379,42,1,54,1477,3420,53,1
15450240,1651349917,0.498271943,1,1,1,1,92,1694,74,1,84,2948,5490,53,1
15292888,1640277175,0.421390488,1,1,1,1,88,1497,73,3,105,1726,4045,50,0
6649525,1524145611,0,1,0,0,0,40,1441,50,3,51,2702,921,27,0
15450240,1660127405,0.497713584,1,1,1,1,83,1604,47,1,67,1971,3083,58,1
6046166,1553675093,0,1,0,0,1,44,1575,71,1,85,1339,2617,29,0
15450240,1652185905,0.530742646,1,1,1,1,104,2752,76,1,114,2993,6170,54,1
15450240,1655255316,0.478755864,0,1,1,1,47,1045,34,1,86,1533,5122,52,1
15450240,1649433705,0,1,0,0,0,189,1453,63,2,108,2812,4157,55,0
15450240,1524145611,0.499861501,1,1,1,1,69,1245,48,2,119,1625,3008,57,0
5786832,1524145611,0.003229743,1,0,0,1,36,1536,59,3,102,1429,2993,24,0
6130624,1524145611,0,1,0,0,1,67,1059,68,2,119,1487,1285,53,0
15450240,1661999151,0.45112006,1,1,1,1,134,3016,63,1,83,2862,5271,54,1
15450240,1653632755,0.483313295,1,1,0,1,60,2899,77,1,88,1632,3359,56,1
15450240,1660555370,0.519878117,1,1,1,0,113,1693,64,3,58,1456,3929,57,1
6797406,1524145611,0.039694849,1,0,0,1,70,1195,56,2,114,1774,2730,26,0
6126330,1532237420,0,0,0,0,1,96,1502,49,3,125,1449,2748,26,0
15450240,1661999151,0,1,1,1,1,48,1121,54,2,137,1084,1439,28,1
5468684,1527022018,0,0,0,0,1,47,1550,83,3,97,1536,1669,0,0
15450240,1655101144,0.490528994,1,1,1,1,73,2988,61,1,112,1699,5673,54,1
15450240,1661999151,0.447576542,1,1,1,1,63,3850,55,1,96,1880,3744,53,1
8989145,1524839521,0,0,0,0,1,69,967,35,2,105,1989,4685,0,0
15450240,1639886683,0.558780781,1,1,1,1,124,2856,65,1,110,2959,5725,55,1
6157403,1529543002,0,0,0,0,1,67,1694,58,1,102,1627,5386,0,0
6024065,1643981911,0.503993531,1,1,1,1,44,977,90,2,36,1610,4110,23,0
5989520,1524145611,0,1,1,1,1,105,1015,57,3,57,1481,2453,0,0
5658576,1524145611,0,0,0,0,1,30,916,49,2,66,1528,1474,25,0
5468684,1524145611,0,1,0,0,0,62,1528,78,2,61,1540,2760,24,0
5871776,1527621190,0,1,0,0,0,35,1526,76,2,94,1469,3505,49,0
5475348,1524145611,0.001075172,1,0,0,1,71,1488,59,2,89,1602,1769,25,0
6204840,1524145611,0,1,0,0,1,30,1432,79,2,30,1260,2708,0,0
5468684,1524145611,0.50902422,0,0,0,1,47,2614,80,3,75,1454,3669,30,0
15450240,1661999151,0.463578325,1,1,1,1,31,1485,35,1,99,1743,2984,53,1
6235425,1524145611,0,1,0,0,1,42,955,49,2,104,1686,1922,27,0
13870287,1645998038,0.547372504,1,1,0,1,72,2635,69,1,56,2898,4027,52,1
6206220,1524145611,0,1,0,0,1,39,1046,81,1,45,1261,3230,26,0
5468684,1524145611,0,1,0,0,0,38,1448,65,3,68,1493,4602,51,0
5538644,1526277061,0,1,0,0,1,44,1497,46,2,66,1460,2742,24,0
15450240,1640219940,0,1,1,1,1,51,974,58,3,71,1598,3648,55,0
5744437,1524145611,0,1,0,0,0,68,1685,32,1,88,1692,3163,0,0
15450240,1660575664,0,1,0,0,1,43,1654,30,1,87,2386,4481,30,0
14547623,1645729528,0.445454287,1,0,1,1,168,859,78,3,220,2742,3536,54,0
6049822,1524145611,0,1,0,0,1,48,1437,65,2,70,1328,2827,0,0
6332128,1524145611,0,1,0,0,0,43,1094,36,2,117,1563,2199,28,0
13089308,1650962076,0,1,1,1,1,43,1720,17,2,41,1385,2183,26,0
6079669,1661999151,0,0,0,0,1,31,1637,15,2,70,1505,2579,0,0
15450240,1654615759,0.503221415,1,1,0,0,48,1661,73,1,152,1434,2780,54,1
5468684,1524145611,0.001147514,0,0,0,1,40,708,62,2,120,1484,3561,28,0
15450240,1524145611,0,1,1,0,1,34,819,47,2,36,1422,2027,27,1
15450240,1661999151,0.450511252,1,1,1,1,104,1148,77,1,203,2789,5312,51,1
15450240,1524658045,0,1,0,0,0,47,1443,12,1,110,1711,5487,54,0
15169574,1637916505,0.450930445,1,1,1,1,100,1846,75,1,83,1706,5747,55,1
5886521,1563849248,0,1,0,0,0,189,2379,65,2,58,1434,3287,30,0
5741516,1524145611,0.013537003,1,0,0,1,91,2629,35,1,106,1457,3156,29,0
5930316,1524145611,0.001255966,1,1,0,1,74,1671,10,1,106,1486,1721,52,0
15450240,1645087980,0.457331208,1,1,1,1,189,2841,37,1,218,1777,3881,53,1
15450240,1525302289,0,1,0,0,0,38,1475,41,3,72,1556,2691,26,0
5468684,1524145611,0,1,1,1,1,93,1420,75,2,76,1436,2740,51,0
14467915,1658150375,0.421533,1,1,1,1,154,1128,74,1,30,1326,4064,60,1
15450240,1658323965,0.578869503,1,1,1,1,99,2488,58,1,87,2432,3960,54,1
15450240,1650353034,0.531189445,1,1,1,1,115,966,56,3,36,1321,2996,57,1
15450240,1661999151,0.495908641,1,1,1,1,42,3645,53,3,90,1537,5298,57,1
15450240,1651382871,0.447840176,1,1,1,1,38,889,71,2,79,1309,4448,54,1
5708882,1638712936,0,1,0,0,1,49,1188,35,3,102,1409,2006,58,0
5767803,1524160581,0,1,0,0,0,33,1691,51,2,97,1697,5202,24,0
5872190,1585664514,0,0,0,0,1,50,1110,79,3,87,1563,1783,25,0
5468684,1524145611,0.004142761,0,0,0,1,59,1592,48,2,93,1696,3190,0,0
13208670,1646544705,0.502671373,1,0,1,1,34,2830,56,3,58,1843,921,56,0
9582658,1524768355,0,0,0,0,0,110,2600,66,1,101,1124,5001,50,0
15450240,1589281833,0,1,0,1,1,56,1856,73,3,105,1516,3138,32,1
15450240,1561500696,0.456442837,1,0,0,1,104,2914,92,1,103,1636,3857,49,0
15450240,1638669605,0.533173364,1,1,1,1,84,1268,35,1,89,1448,3264,57,1
6456746,1524145611,0,1,1,0,1,47,1545,71,3,97,1452,2999,25,0
6165395,1524145611,0,1,0,0,1,74,1611,60,2,41,2236,3477,28,0
15450240,1656770461,0.480931567,1,1,1,1,111,2295,76,1,89,1653,4689,55,1
5468684,1524145611,0,1,0,0,0,41,1640,55,2,85,1353,2037,0,0
5706739,1648663576,0.506725204,1,0,1,1,45,1462,75,1,101,1276,2483,56,1
5864269,1534103377,0,1,0,0,1,38,1357,54,1,67,1572,2992,27,0
5496390,1532319950,0,0,0,0,1,44,1548,72,1,88,1372,2891,25,0
15450240,1530634265,0.501721599,1,1,0,1,32,2568,42,3,46,1370,5716,57,1
15450240,1661999151,0.523277667,1,0,0,1,152,1630,50,1,64,1411,3131,61,1
5688761,1524145611,0,0,0,0,0,34,3850,35,1,86,1085,2573,0,0
15450240,1643089073,0,1,1,1,1,38,2562,91,1,39,1751,1158,56,0
6505579,1524145611,0,1,0,0,1,48,1590,70,3,114,1435,4664,0,1
6146782,1524145611,0,0,0,0,1,46,915,70,1,62,1661,1376,0,0
5562874,1524145611,0.001235245,1,0,0,0,32,1486,87,1,91,1612,3838,24,0
15450240,1540512939,0.465892514,1,1,1,1,40,871,39,1,110,2245,4511,54,1
15450240,1652131265,0.440517187,1,1,1,1,189,2978,35,1,144,1573,4171,52,1
5925455,1560331861,0,1,0,1,1,39,1460,74,2,98,1594,3449,52,0
5468684,1524145611,0.005133746,1,0,0,1,45,1806,76,2,152,1439,4097,25,0
5927996,1649089259,0,1,1,0,1,60,1753,55,1,73,1211,2060,29,1
15179040,1646041614,0,1,0,1,1,87,2004,55,1,65,1529,3976,25,1
6022046,1526405530,0,1,0,0,1,30,1478,77,2,104,1165,2624,0,0
15450240,1524145611,0.508907606,1,1,1,1,79,2614,65,1,151,2763,4435,54,1
5468684,1524145611,0,1,0,0,1,62,1219,78,2,116,1715,3009,23,0
6213848,1658431272,0.003519277,1,0,0,0,43,1750,65,1,73,1372,1765,0,0
15450240,1659396530,0.524156948,1,1,1,1,62,2149,54,3,103,1255,3120,51,1
15450240,1658872511,0.464037182,1,1,1,0,42,2721,13,1,101,1658,5465,54,1
15450240,1646298118,0.481727318,1,1,1,1,117,1684,60,1,45,1606,2251,63,1
